fen,evaluation
r1bqkbn1/p2p2pr/7p/1pp2p2/2Pp2P1/P1B1P3/2PQBP1P/RN2K1NR,417
rnBqkbnr/1pp1ppp1/7p/3p4/pPbP4/B7/P1P2P1P/RN1QK1NR,-380
r1b3nr/pppk1ppp/n3pq2/3p2B1/3P4/b2Q1N1P/PPP1PPP1/R3KB1R,37
1nbqkb1r/1p1ppNp1/r1p4B/p1n5/P7/3P3P/1PP1PPP1/RN1QKB1R,523
rnb1k1nr/1pbp1pp1/p4P2/4p1qp/1p4P1/2P4P/P2PP2R/RNBQKBN1,-465
rn1qkbnr/p2pp1pp/bpp5/5pP1/5PQ1/3PP2P/PPP5/RNB1KBNR,222
1rbqk2r/p1p1npbp/2Pp4/1p1P2p1/P3p1PP/2N2P2/2P1P3/R1BQKBNR,273
rn1qkbnr/ppp1pp1p/4b3/3p2p1/4P1Q1/P7/1PPP1PPP/RNB1KBNR,23
rnbqkbnr/Q3pp1p/2pp4/1p4p1/8/P1P5/1P1PPPPP/RNB1KBNR,370
r1bqkbnr/1pp1ppp1/p1np3p/8/1P1P4/6P1/PBP1PP1P/RN1QKBNR,87
rn1q1bnr/1bppkppp/8/pP2p3/3P4/7P/PP2PPPR/RNBQKBN1,287
rn1qkb1r/p1pppppp/b4n2/8/P1p5/N3P3/1P1PQPPP/R1B1KBNR,-262
r1bqkb1r/pppppppp/2n5/8/2PP4/P3n3/1P1BPPPP/RN1QKBNR,564
r1bqkbnr/ppppppp1/n6p/6B1/8/3P2P1/PPP1PP1P/RN1QKBNR,-542
rn1qkbn1/pb1ppp2/6p1/p1p5/2PP4/6Pr/1P1BPP1P/RN1QKBNR,237
r1bqkbnr/p1pppppp/n7/1p6/1P6/P1N5/2PPPPPP/R1BQKBNR,60
rnbqkbnr/ppppp1p1/8/5p1p/2P1N3/8/PP1PPPPP/R1BQKBNR,-464
r1b1kbnr/ppppq1p1/6n1/4p2p/P1P2p2/1P2PP2/3PK1PP/RNBQ1BNR,7
rnbk1bnr/pp1ppppp/2p5/qB6/4P3/5N2/PPPP1PPP/RNBQ1K1R,115
rn1q1bnr/4kpp1/p1pp4/7p/2BpP3/PPP4P/3P1P1P/R1BQK1NR,332
rnbqkb2/pp1ppp2/2p4r/1P4pp/3PP1n1/5NP1/PBP2P1P/RN1QKB1R,216
r1bqkb1r/ppppp2p/3n3n/5pB1/2NPP3/2P5/PP3PPP/R2QKBNR,649
rn1qkb1r/1b3ppp/2p4n/pp1pp1N1/2N3P1/1P1P3B/P1P1PP1P/R1BQK2R,-217
rnb1k1nr/2pp1p1p/p2b2p1/1p1Pp3/6P1/1PN1B3/P1P1PK1P/R2Q1BNR,759
rnbqk1nr/2pp1pp1/4p2p/pp6/1b3PQ1/4P2P/PPPP1KP1/RNB2BNR,-142
1nbqk2r/rpp1ppbp/p2p1n2/6N1/2P5/2N5/PP1PPPPP/R1BQKB1R,206
r1bqk1nr/2pp2pp/2n1p3/pp4P1/Pb1P1p2/7N/2PNPP1P/R1BQKB1R,-30
r1k1qbnr/ppp1ppp1/2n5/3p1b1p/P2P2P1/1QP1PP1B/1P1N3P/R1B1K1NR,507
rn1q1bnr/p1p1pk1p/1p1p4/6p1/4P1b1/5P1P/PPPP4/RNBQ1KNR,-358
rn2kbnr/pq1bppp1/1pp4p/3pP1P1/2P5/1P3N2/P2PBP1P/RNBQK2R,150
rnbqkb1r/p1pp3p/1p3np1/4p3/2P2pP1/3P3N/PP1NPP1P/R1BQKBR1,43
rn1qkb1r/ppp2ppp/3pp3/5b2/5Pn1/PP1P4/2P1P1PP/RNBQKBNR,-85
rnbqkbnr/1pppppp1/p6p/8/8/PP3N2/2PPPPPP/RNBQKB1R,24
rnbqkb1r/1pp1p3/6pp/p2p1p2/3PnP1P/2P1P3/PP2K1PR/RNBQ1BN1,-179
r1bqkb1r/p1p2ppp/4p3/1p1pP3/2Pn1P2/6n1/PP1BB1PP/RN1QK1NR,-442
rnb1kbnr/p2ppp2/2q5/1pp3pp/1P4P1/2NPBN2/P1P1PP1P/R1Q1KB1R,-266
rnbqkbnr/ppppp1pp/5p2/6N1/4P3/P7/1PPP1PPP/RNBQKB1R,-250
r1bqkbnr/ppppp1p1/2n4p/5p2/8/N4P1P/PPPPP1P1/R1BQKBNR,-128
rnbqkb1r/pppppp1p/5n2/6p1/8/2N3PP/PPPPPP2/R1BQKBNR,26
r1bk2nr/ppppqppp/n3p3/1B6/1b3P2/N3P1P1/PPPP3P/R1BQK1NR,-6
r1bqkbnr/pppp1ppp/2n1p3/8/3P4/2N1P3/PPP2PPP/R1BQKBNR,18
r2q1k1r/ppN1b1pp/n3b2n/3Ppp2/8/5PPP/PPPPN2R/R1BQKB2,-310
rnbqkbnr/pp4pp/2p1p3/1P3p2/3p4/2PP1N2/P1QNPPPP/R1B1KB1R,215
rnbqk2r/p1p2p2/1p1bp2p/3p2p1/N3nPP1/1P1P3B/P1PKP2P/R1BQ2NR,-49
2b1kbnr/r1qppppp/p1p5/1p4B1/1P1n4/2NP4/P1P1PPPP/RQ2KBNR,-60
rnbqk2r/pp1p2p1/3b1p1n/2p1p2p/2P5/BP1P3P/P3PPP1/RN1QKBNR,105
r1bqkbnr/pp3pp1/n3p2p/2pp4/6P1/P1P4P/RP1PPP2/1NBQKBNR,-127
rnb1k1nr/ppppq1pp/5p2/4p3/Pb6/1P2P2N/2PPBPPP/RNBQK2R,-75
rnbqkbn1/1ppppp1r/6pp/p7/5P2/1PN4P/P1PPP1P1/R1BQKBNR,150
r1bqk1nr/3p3p/ppn2p2/1Bp1p3/P3P2P/2P5/1P1b1PP1/RNBQK1NR,88
rn1qkb1r/1bppnppp/4p3/pp6/2P4P/R4PP1/PP1PP3/RNBQKBN1,-351
b2qkbnr/r1ppp1pp/2n5/3PNp2/pp2PP2/P5P1/1PP4P/RNBQKB1R,161
r3kbnr/pp1npbpp/3q4/2pp1p2/PP2N1P1/2N5/R1PPPP1P/2BQKB1R,-461
rnbqk1nr/2p1p1bp/pp6/3p1pP1/3P4/2P5/PP1BP1PP/RN1QKBNR,66
rnbBkbn1/pppp1pp1/7r/3Pp3/7p/5PPP/PPP1P3/RN1QKBNR,520
r1bqkbnr/2p1pp2/p1n3pp/1p1p3P/1P6/2N5/P1PPPPPN/1RBQKB1R,85
rn2kbnr/2p1pppp/p3b3/1p1p1q2/1P1P2P1/P6P/2PNPP2/R1BQKBNR,684
rnb1kbnr/1pqpp2p/p4p2/2p3p1/4P3/5N1P/PPPP1PP1/RNBQKB1R,182
rnbqkbnr/1p1p2pp/4pp2/2p5/pP2P2P/N4NP1/P1PP1P2/R1BQKB1R,18
r1b1kbnr/pp1pp1pp/n1p2p2/8/1PP1P3/2Q3q1/P2P1PPP/RNB1KBNR,688
rnbqkbnr/pp2pp1p/2pB2p1/3p4/4P3/1PN3N1/P1PP1PPP/R2QKB1R,-534
rnbqk2r/1p1p2pp/2pb1p1n/p3P3/P7/R2P2K1/1PP1P1PP/1NBQ1BNR,-306
rnbq2k1/1pppp1bp/6pn/p4rN1/PP3pP1/7B/R1PPPP1P/1NBQKR2,-569
rnbqkbnr/p1p1pp1p/1p4p1/1N1p4/P7/6PP/1PPPPP2/R1BQKBNR,3
rnbqk1nr/2pp2b1/4pppp/pp3Q2/PPP1P2P/8/3P1PP1/RNB1KBNR,-677
r3kb1r/pp3ppp/3ppn2/q1p5/1nPP4/5P1b/PPQ1P1PP/1RB1KB1R,-729
rn1qkbnr/ppp1ppp1/3pb3/1P5p/1B6/8/P1PPPPPP/RN1QKBNR,-20
rnb1k2r/pp1p1ppp/1q3n2/2p1pP2/4P3/PPbP4/2P1KNPP/RNBQ1B1R,554
r1bqkbnr/1ppppppp/p1n5/8/3P1P2/8/PPPQP1PP/RNB1KBNR,-67
r2nkbnr/1pp2p1p/3q4/p2ppbp1/4PB2/P2P3Q/1PP1NPPP/RN2KB1R,53
2bqkbr1/r1pppp2/2n4n/pp4pp/1P6/2KPPN2/PBP2PPP/RN1Q1BR1,-250
rnbqk1nr/2ppppbp/p7/1p4p1/Q1PP4/5N2/PP2PPPP/RNB1KB1R,110
rnbqkb1r/ppp1p1pp/3p3n/5p2/3P1P2/1PN5/P1P1P1PP/R1BQKBNR,48
r1bqkbr1/p2ppppp/1pn2n2/2p5/P1P3N1/7P/1P1PPPP1/RNBQKB1R,-75
r1bq1bn1/2pppk1r/ppn5/5ppp/Q3P2P/2PP1NP1/PP3P2/RNB1KB1R,293
1nbqkb1r/1p1pp1pp/7n/2p2p2/rp3PP1/7N/PBPPP1BP/RNQ2K1R,-129
rnb1kbnr/pp1ppppp/8/q1p5/2P1P3/7P/PPQP1PP1/RNB1KBNR,73
rnb1kr2/pppq1ppp/4p3/1R1p3P/2QPn3/8/PPP1PPPb/RNB1KBN1,-735
rnb2b1r/pppk1ppp/5q2/Q2pp3/P1NP2n1/4BNP1/1PP1PP1P/R3KB1R,363
rn1qkb1r/ppp2ppp/5n1B/3pp3/8/1PNP1b2/P1P1PP1P/R2QKBNR,-114
rnb1kbnr/p1pp1p1p/1p2p2q/6p1/5P2/2N5/PPPPP1PP/1RBQKBNR,52
rnbqkbnr/pppp1ppp/8/8/3p3P/1P6/P1P1PPP1/RNBQKBNR,-163
rnbqkb1r/1pppp1pp/p4p1n/8/6PP/7N/PPPPPP2/RNBQKB1R,68
r2qkbnr/p1pnp2p/b7/1p1p1pp1/P2P2P1/4P3/1PPK1PBP/RNBQ2NR,291
r1b1kbnr/pp1p1ppp/n4q2/1QP5/5p2/N1P5/P2PP1PP/R1B1KBNR,-57
1rbqkb1r/pppp1ppp/n3p2n/8/3PP2P/P4P2/1PP3P1/RNBQKBNR,117
r1bqkb1r/pppp1p2/n6n/4p2p/QPP4p/7R/P2PPPP1/RNB1KBN1,-34
rnbqkbnr/p2pp1pp/5p2/1pp3N1/8/N7/PPPPPPPP/R1BQKB1R,2
r1bqkbnr/2pppp2/p1n4p/Pp4p1/8/6P1/1PPPPP1P/RNBQKBNR,-17
r1b2bn1/p1p1pkpr/2nq4/PN1p3p/5pP1/1P2PP2/2PP3P/R1BQKBNR,622
rnbqkB1r/1p3p1p/5n2/p2pp1p1/2Pp2P1/N4N1P/PP2PP2/R2QKB1R,550
rn1qk2r/1pp3pp/7n/p1bp1p1P/5pb1/1P3N2/P1PPP1P1/RNBQKB1R,-408
rnb1kb1r/pppp1ppp/4p2n/P7/7q/5PP1/1PPPP2P/RNBQKBNR,40
r1b1kbnr/1pppqp1p/B5p1/p1n1p1P1/4P3/8/PPPP1P1P/RNBQK1NR,-531
r1bqkb1r/pp1nppp1/n1Q4B/3p4/1P1P4/8/P1P1PPPP/RN1K1BNR,-736
r2qkbn1/p1p1pppr/b6p/npBp4/6P1/1PN2N2/P1PPPP1P/R2QKB1R,235
2b1kbnr/n1p2ppp/rp6/p2pp1B1/6N1/P1PP3P/1P2PPP1/RNQ1KB1R,738
rn1qkbnr/ppp1p1pp/3pb3/5p2/3P1PP1/8/PPP1P2P/RNBQKBNR,148
r1bqkbnr/pp1p1ppp/2n1p3/2p5/8/2NP3P/PPP1PPP1/R1BQKBNR,-38
rnb1kb1r/pp1p1ppp/1q3n2/4p3/1Pp1PP2/P6P/2PP2P1/RNBQKBNR,67
r1bqk1nr/p1ppbp1p/2n1p2p/1p4P1/4P3/2NP1K2/PPP2P1P/R2Q1BNR,-644
rnbqk2r/ppp1np1p/4p1pb/8/PP2pP2/8/2PPB1PP/RNBQK1NR,-229
rnb1qbnr/ppppkp2/4p3/1P4p1/P3P2p/2P4P/3P1PP1/RNBQKBNR,201
rn2kb1r/p2ppppp/1qp4Q/1b6/1p2PPnP/PP5N/2PP2P1/RNB1KBR1,-67
r1b1k1nr/p2p1p1p/3bpq2/npp3p1/1P1PP3/5N2/P1PKBPPP/RNB2Q1R,363
rn2kbnr/p1p4p/1p1p2p1/3bppq1/2P1P1P1/NP3N2/P2P1P1P/1RBQKB1R,706
rnb1kb1r/p3pppp/1qpp1n2/1p6/PPB3PP/2N1P3/2PP1P2/R1BQK1NR,87
rnbqkbnr/3ppppp/ppp5/8/8/2N1P1P1/PPPP1P1P/1RBQKBNR,-3
rn1qkbnr/pbpppppp/8/8/PpP2P2/6P1/1P1PP2P/RNBQKBNR,-518
rnbqkbnr/ppppp1p1/5p2/7p/5P2/2PPB2N/PP2P1PP/RN1QKB1R,33
rnbqk1nr/1pppp1bp/p7/4Npp1/4P3/1P4P1/P1PP1P1P/RNBQKB1R,-269
rn1qkb1r/pppb1p1p/4pnp1/3p4/2P1PP2/P6P/1P1P2P1/RNBQKBNR,-134
rnbqkbnr/p1p1pppp/1p6/3p4/8/P4N1P/1PPPPPP1/RNBQKB1R,1
rnbqkb1r/p2pp2p/8/1pP1n1p1/5p1P/PP2P2R/2PQ1PP1/RNB1KBN1,104
rnb1k2r/pp1pp1bp/8/2p2p1n/P1PR1q2/RPN5/3PP1P1/2BQKBN1,430
r1bq1bnr/p2pk1pp/1pn5/2p1pp2/2P3PP/1P3P1N/P2PP3/RNBQKB1R,65
r1bqkbnr/p1pppp1p/1pn5/6p1/1P1PP3/2N4P/P1P2PP1/1RBQKBNR,169
r1b1kbnr/p2p1p1p/1q2p3/1pp3p1/1n2PBQ1/3P2PP/PPP2P2/RN2KBNR,-537
rnb1kbnr/p2qp1p1/1p1p3p/2pN1p2/1P1P4/7N/P1PQPPPP/R1B1KB1R,156
rn1qkbnr/1pp1ppp1/p2p3p/5b2/4P1PP/8/PPPP1P2/RNBQKBNR,544
rnbqkbnr/3ppp1p/pp4p1/2p5/8/1PPP2P1/P3PP1P/RNBQKBNR,16
rn1qkb1r/ppp1p1pp/3p1p1n/7b/4P3/BP1P3P/P1P2PP1/RN2KBNR,-685
rnbqk1nr/1pp2ppp/8/p2pp3/7P/bP2PQP1/P1PP1P2/RNB1KBNR,-525
rnbqkbnr/1pppp3/7p/p5p1/3Pp3/1PN3PB/PBP2P1P/R2QK1NR,9999
rnbq1bnr/ppppkppp/4p3/8/6P1/1P5P/P1PPPP2/RNBQKBNR,64
r1b1kbnr/1p3ppp/2pqp3/p2p1n2/PP1PP2N/5P2/2P2KPP/RNBQ1B1R,-453
rn1qkbnr/p3pppp/1p6/2pp1b2/P6P/R7/1PPPPPP1/1NBQKBNR,-155
rnbqkb1r/2p1p1pp/1p3p1n/p2p4/8/4P3/PPPPKPPP/RNBQ1BNR,-136
rnbqkbnr/ppp1ppp1/3p4/7p/P3P3/7N/1PPP1PPP/RNBQKB1R,-13
rnbqkb1r/ppp2pp1/3p1n2/4p2p/PP6/6P1/2PPPPBP/RNBQK1NR,-27
rn1qkb1r/p2pp1p1/1p3p1p/2p2P2/1P5P/B1Nb1P2/P1PP2P1/R2QKBNR,674
r1b2b1r/ppqppk1p/2n2n2/2p3p1/1P3p2/P1N2NP1/2PPPP1P/1RBQKB1R,187
rn1q1bkr/pppbp1pp/5p2/3p2PP/1PP1n3/8/P2PPP2/RNBQKBNR,30
rnb2bnr/1pqkp1pp/B7/2ppPp2/PP3P2/6P1/2PP3P/RNBQK1NR,-306
r1bqkb1r/1ppp1ppp/2n5/4p1B1/p1P5/3P1nP1/PP1QPP1P/1NR1KBNR,393
rn1qkb1r/pbpp1p1p/4p1p1/RPP5/6n1/8/1P1PPPBP/1NBQ1KNR,-166
rnbqkbnr/pp1pppp1/2p5/7p/2P1P3/7P/PP1P1PP1/RNBQKBNR,189
rn1qkbnr/ppp1p1pp/2bp1p2/8/3P4/6PP/PP1BPP2/1R1QKBNR,-444
1rbqkb1r/1ppp1ppp/4pn2/p7/1n6/4PPPP/2PP4/1RBQKBNR,-636
rnb1kb1r/3np2p/p1p5/qp1p1pp1/1P1P1P2/4P3/P1P3PP/RNBQKBNR,668
rnb1kbnr/pppp1ppp/4p3/8/3P1P2/N5qN/PPP1P2P/R1BQKB1R,670
1rbqk1nr/pp1p1pp1/n2b4/2p1p1Pp/7P/N2P3N/PPP1PP2/R1BQKB1R,-61
1nbqkb1r/rp1pBppp/p1p5/3n4/8/1PP3P1/P2PPPBP/RN1QK1NR,-489
1rbqkbnr/p1pp1ppp/1pn5/4p3/2P5/N2PP3/PP1B1PPP/R2QKBNR,-40
r1bqk2r/ppp1ppb1/n7/6pp/P5P1/4pPKP/1PP1P3/RNBQ1BNR,-974
rnbqkb2/ppp1p1rp/3p1n2/6N1/1P1P1p2/B1N5/P1P1PPPP/R2QKB1R,112
rnb1kbr1/1pp3pp/p3pq1n/P2p1pP1/5P2/1PN5/1BPPP2P/R2QKBNR,663
rn1qkbnr/pbpppp1p/8/1N6/1P4p1/B7/P1PPPPPP/1R1QKBNR,141
rnbqkb1r/1ppp2pp/4p1n1/p4pP1/8/NQP2P2/PP1PP2P/R1B1KBNR,-262
r1b1kbnr/pp1npppp/8/1qpp4/3P1P2/3Q4/PPP1P1PP/RNB1KBNR,602
rnbqkbnr/1ppppp2/p7/6pp/1P3P1P/2P5/P2PP1P1/RNBQKBNR,-132
rq2kbnr/2pbppp1/2np4/pP5p/5PN1/8/1PPPP1PP/RNBQKBR1,-159
rnbqkbnr/p1pp1p1p/4p3/1p4p1/8/4PN2/PPPP1PPP/RNBQKB1R,149
rnbqkbnr/pppp3p/8/4ppp1/6PP/3P4/PPP1PP2/RNBQKBNR,319
r1bqkbnr/1ppppppp/p1n5/8/8/3NP3/PPPP1PPP/R1BQKBNR,-59
r1q2bnr/ppp1pkpp/n3b3/3P1p2/5N2/1P1P1P2/P3P1PP/RNBQKBR1,591
rn2kb1r/1pp1pp1p/p3bnp1/3p1q2/P3P2P/5P2/RPPP1KP1/1NBQ1BNR,-403
r1bqkbnr/ppppppp1/2n4p/8/2P2P2/7P/PP1PP1P1/RNBQKBNR,-141
r1bqk1nr/pppp1ppp/2nbp3/8/6P1/P5RN/1PPPPP1P/RNBQKB2,-304
r1bqkb1r/pppp1p1p/2n4n/4pP2/4K1p1/2N4N/PPPPP1PP/R1BQ1BR1,-514
rnbqkbn1/1pppp2r/6pp/p7/3PBpP1/1P6/P1PKPP1P/RNB1Q1NR,-31
rnb1kb1r/pp1ppppp/7n/4P3/2p4P/3P2q1/PPP2PP1/RNBQKBNR,-40
rn1qkb1r/1bpp1ppp/4p3/p7/1p4n1/BP1N1P2/P1PPP1PP/R2QKBNR,-44
r3kbnr/pppqp2p/n5p1/5p2/1PPp2P1/N2P1N1b/PB2PP2/R2QKB1R,-24
rnbqkb1r/pppp1ppp/4p2n/8/3P4/6P1/PPPQPP1P/RNB1KBNR,22
r1bqkbr1/ppp1pp1p/2n2n2/3p2p1/4P1P1/5P2/PPPP2BP/RNBQK1NR,-161
r2qkb2/pbpnppp1/1p5r/3n3p/2BP1P1P/P3PQ2/1PP3P1/R1B1K1NR,-237
rnbqkbnr/1ppp1p2/6pp/p3p3/4PB1P/3P1N2/PPP2PP1/RN1QKB1R,-396
rnbqkbnr/p2pp1p1/1pp4p/5p2/5P2/3PP3/PPPQ2PP/RNB1KBNR,84
rnbqkbr1/pp1pp1p1/5p2/3P3p/1p2nB2/5PPP/P1P1P1B1/RN1QK1NR,-41
rnb1qbnr/pppkp1pp/3p4/5pB1/2P5/2NP4/PP2PPPP/R2QKBNR,145
r1q1kbnr/p1p1p3/1pn2p2/1Q4pp/2Pp2P1/1P5b/PB1PPP1P/RN1K1BNR,571
1nbqkb1r/1ppppppp/r6n/p7/3P4/2N3PP/PPP1PP2/R1BQKBNR,212
rn2kb1r/p1p1pp2/1p2q1pn/1B1p3p/P2NP3/2N4b/1PPP1PPR/R1BQ1K2,481
r1b1kbnr/pp2pp1p/1np5/1q4N1/PPp1P3/2N2QP1/R2P1P1P/2B1KB1R,882
rnb1kbnr/ppqppp2/2p5/6pp/5PP1/1P1P4/P1P1P2P/RNBQKBNR,-138
rnbk3r/3p1p1p/p2bpnp1/1pp3q1/6PP/BP1P1N2/PQP1PP2/RN1K1B1R,786
rnb2bnr/pp2pkpp/Pq6/2pp4/4Bp2/5NPP/1PPPPP2/RNBQK2R,-312
rnbqkb1r/p1ppp1pp/5p1n/1Q6/8/2P3P1/PP1PPP1P/RNB1KBNR,125
1rbqk1nr/1pppp2p/5p1b/2n2Bp1/1P4P1/B1P1P2N/P2P1P1P/RN1QK2R,188
rnb2knr/pp1p1pp1/Bqp1p2p/7Q/4PP2/b4N2/PPPP2PP/R1B1K2R,-226
rnb2bnr/pp1pk2p/7p/2p1ppq1/1P1P2P1/5N1P/P1P1PP2/RN1QKB1R,-239
rnbqkb1r/2pppp1p/6pn/pp6/6PP/1P6/P1PPPP1R/RNBQKBN1,-274
r1bqkb1r/ppp1pp1p/2n3pn/1B1p4/5P2/N3P3/PPPP2PP/R1BQK1NR,-32
1rbqk2r/ppppppbp/5np1/8/3Pn2P/P7/1PP2PP1/RNBQKBNR,-218
r1bqkb1r/p1ppnp1p/np2p3/6p1/P7/3P3N/1PP1PPPP/RNBQKBR1,-69
rnb1k2r/1pppbp1p/p3p2n/3P2p1/5P2/PP5N/1QPBP2P/RN2KB1q,365
rn2k2r/p1p2ppp/1p1b3n/4pb2/P2pPP2/7q/1PPP2PP/R1BQKBNR,523
r1b1qb1r/pppppkpp/2n5/4np2/1PP2P2/7N/P1NPP2P/1RBQKB1R,107
rnbq3r/pppp2pp/6kn/4p3/7b/4P1P1/PPPPNPBP/R1B1K1NR,-468
rnb1k1nr/pppp3p/4pp1b/N7/5pq1/3PP3/PPP1K2P/R1BQ1BNR,-333
r1b2bnr/pq1npk1p/3p1p2/1p4p1/3pPP2/P5PB/1PP3KP/RNBQ2NR,-2
rnbqkbnr/pp1pp1p1/2p2p1p/8/6P1/BP3P2/P1PPP2P/RN1QKBNR,-82
r1bqkbnr/2pp1pp1/p1n5/Pp2p2p/3PPP2/7P/1PP3P1/RNBQKBNR,-72
rnbqkbnr/1ppp1ppp/p3p3/8/3PP3/2P5/PP3PPP/RNBQKBNR,63
r2qkbnr/p1p2ppp/1p1p4/4n3/P5b1/5P1P/1PPPP3/R1BQKBNR,-9999
rnb1k1r1/pppp1p1p/4pnp1/3P4/q6P/P3P2R/2P2PP1/RNBQKBN1,549
1r1qkbnr/1pp1pp2/2np3p/p5p1/2PN3P/1Q5b/PP1PPPPR/RNB1KB2,474
1nbqkbr1/r2ppppp/pp1p3n/8/2PP4/8/PP2PPPP/R1BQKBNR,-311
rn1qkbnr/p1p1pppp/b7/1p1p4/3P4/4PN2/PPP2PPP/RNBQKBR1,33
2bqkbnr/1p1pp2p/n4pp1/pBp2P1r/1P4P1/4P3/PBPP3P/RN1QK1NR,408
rnb1kb1r/3p1pn1/Bp4pp/p1p1p3/4P2q/2P2N2/PP1PQPP1/RNB1K2R,452
rnbqkbnr/p1ppp1p1/8/1p3p1p/1P6/P4N2/R1PPPPPP/1NBQKB1R,45
r1bqk1nr/2pp3p/2nb1p2/pp4p1/P1N3P1/5P1P/1PPPP1B1/RNBQ1K1R,418
rnbk1bnr/pp3Bpp/2pp4/1Q2p3/4p1P1/P1P4q/1P1P1P1P/RNB1K1NR,-466
rnbqkb1r/p1ppp1pp/1p3p1n/8/2P5/4P1PB/PP1P1P1P/RNBQK1NR,75
rnbqkb1r/p1pp1ppp/4p2n/1p6/3N4/1P6/P1PPPPPP/RNBQKB1R,62
1n1qkb1r/rpp1pp2/p4np1/5b1p/1P2p3/2P1NQPP/P2P1P2/R1B1KBNR,-154
1nb1kb1r/1r1ppp2/ppp1Nnp1/7p/P1P1P3/8/1PQ2PPP/RNBK1B1R,793
r1bqkbnr/1ppp1ppp/2n5/p3p3/P3P3/7P/1PPPKPP1/RNBQ1BNR,-180
rnbqkb2/p1pppppr/5n1p/1p6/1P3P2/2N4P/P1PPPKP1/R1BQ1BNR,-130
r1b1k1nr/ppqppp1p/7b/6p1/1n6/6PB/PPPPPP1P/R1BQK1NR,-294
rnbqkb1r/p1pppppp/5n2/1p6/3P4/2N4N/PPP1PPPP/R1BQKB1R,-15
rnbk1N1r/1ppp2pp/p4p1n/2b4q/8/3P1P1R/PPPKP1P1/RNBQ1B2,-471
rnb1kbnr/pp1q2pp/5p2/2ppp3/8/NP1P1N1P/P1PKPPP1/R1BQ1B1R,-157
r2q1rk1/pbpp2pp/np5n/2b1p3/3P2p1/PP5P/Q3PP2/RNB1KBNR,-427
r1bq3r/ppp1kpp1/n2p1n2/4p2p/1P6/B1NPP1b1/P1P1NP1P/2RQKB1R,-67
rnbk2nr/pp1p2p1/3b4/2p1pBPp/7q/P3P1Q1/1PPP1P1P/RNB1K1NR,663
rnbqkbnr/pppp1pp1/4p3/7p/1P1B4/8/P1PPPPPP/RN1QKBNR,-113
rnbqkbnr/pp1p1p2/2p1p2p/6B1/3P3P/1P6/P1P1PPP1/RN1QKBNR,654
rn1qkbr1/p1p1pppp/1p6/3p3n/5PbP/N1P5/PP1PP2N/R1BQKB1R,-239
rnbqkbnr/p1p4p/1p2p3/3p1pp1/4P3/2N4N/PPPPBPPP/R1BQ1K1R,-8
r2qkbnr/p2pp1p1/bpn5/2pP1p1p/P3Q3/6P1/1PPBPP1P/RN2KBNR,502
rnbk1bnr/pp1ppppp/8/3P4/2pN1P2/q1P3P1/PP1NP2P/R1BQKB1R,427
rnb1kb1r/pp1p1ppp/4p2n/2p3q1/P7/5P1P/1PPPP1P1/RNBQKBNR,-9999
rn1qkb1r/p1p1pppp/8/1p1p4/1P3PnN/P1PP4/3BP2P/RN1QKB1b,-543
rn1qkb1r/ppp1pppp/7n/3p4/8/5P1P/PPPPP2R/RNBQKBN1,183
rnbqkb1r/p1ppnp2/1p5p/4pQp1/4P3/3P2P1/PPP2P1P/RNB1KBNR,127
rnbqkb1r/pppp2pp/7n/4p3/PP3p2/3P3N/2P1PPPP/RNBQKB1R,-11
r1bqkb1r/ppp4p/n2pp2n/5pp1/1P3P2/2N4P/P1PPPKP1/R1BQ1BNR,-199
r1bqkbnr/2p1pppp/p7/np6/P7/1pB4P/2QPPPP1/RN2KBNR,-66
rnbqk2r/1ppp2pp/p2b1p2/1B2p3/2PPPPn1/8/PP1B1QPP/RN3KNR,-706
rnbq2nr/p1pppkb1/7p/1p2P1p1/1P3p1P/3P4/P1P2PP1/RNBQKBNR,292
rn1qkbnr/ppp1pp1p/6p1/3p4/1P4bP/3P1N2/P1P1PP2/RNBQKB1R,-281
r1bqk1nr/ppppn2p/5pp1/2b1P3/P5P1/4P2N/1PPPQ2P/RNB1KB1R,79
r1bqkbnr/pp1ppppp/n7/2p5/5PP1/N7/PPPPP2P/R1BQKBNR,-117
rnbqkb1r/2ppp1pp/pp3n2/1B6/4PpQP/7R/PPPP1PP1/RNB1K1N1,-253
1rbqkbr1/ppppp2p/5n2/4Bp2/1n1P2pN/P6N/1PP1PPPP/R2QKB1R,254
rnbqkbnr/pppppp2/8/6pp/3P1P2/8/PPPKP1PP/RNBQ1BNR,-107
r1bqkbnr/p1pppp2/np5p/6p1/PP6/8/2PPPPPP/RNBQKBNR,76
1rbqkbnr/Nppn1p2/p7/2P1p1pp/Q2pP3/8/PP1PKPPP/R1B2BNR,-130
rnbqk1nr/ppppppbp/8/6p1/1P3P2/7N/P1PPP1PP/RNBQKB1R,-340
rnq1kbnr/2ppp2p/bp3pp1/8/pPNP3P/8/P1P1PPPR/R1BQKBN1,84
r1bqkb1r/1pnp1pp1/4pn2/p1p4p/1P1P4/6PP/P1P1PP2/RNBQKBNR,52
rn1qkbnr/1p1bp1p1/p1p4p/3N1p1P/1PP5/1Q2P3/P2PKPP1/R1B2BNR,-237
r1bqkbn1/pppp4/2n1pppr/4P2P/5PQ1/7N/PPPP3P/RNBK1B1R,141
r1bqkbnr/1p1pppp1/n6p/p7/3N1B1P/P7/1PP1PPP1/RN1QKB1R,34
